2024-12-17 19:47:58 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 22376
2024-12-17 19:47:58 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-12-17 19:47:58 0 [Note] InnoDB: Uses event mutexes
2024-12-17 19:47:58 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-12-17 19:47:58 0 [Note] InnoDB: Number of pools: 1
2024-12-17 19:47:58 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 303829
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 303785
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=362] with future log sequence number 303785
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=224] with future log sequence number 303741
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 303741
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=223] with future log sequence number 303697
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 303697
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=222] with future log sequence number 303653
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 303653
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 303593
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 303593
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 303549
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 303549
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 303505
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 303505
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 303461
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 303461
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 303417
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 303417
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 303373
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 303373
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 303329
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 303329
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 303285
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 303285
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 303241
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 303241
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 303197
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 303197
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 303153
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 303153
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 303093
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 303093
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 303049
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 303049
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 303005
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 303005
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 302961
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 302961
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 302917
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 302917
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 302873
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 302873
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 302829
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 302829
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 302785
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 302785
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 302741
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 302741
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 302697
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 302697
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 302653
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 302653
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 302609
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 302609
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 302549
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 302549
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=281] with future log sequence number 390251
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=406] with future log sequence number 390251
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=283] with future log sequence number 389270
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=405] with future log sequence number 389270
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=282] with future log sequence number 388330
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=404] with future log sequence number 388330
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 429304
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 429524
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 429304
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 428237
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 429544
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 428237
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 473027
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=413] with future log sequence number 473027
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=290] with future log sequence number 472983
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=437] with future log sequence number 472983
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=289] with future log sequence number 472939
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=412] with future log sequence number 472939
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=288] with future log sequence number 472895
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=411] with future log sequence number 472895
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=287] with future log sequence number 472851
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=410] with future log sequence number 472851
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 306500
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 306500
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=280] with future log sequence number 334999
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=403] with future log sequence number 334999
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=279] with future log sequence number 334313
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=402] with future log sequence number 334313
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=277] with future log sequence number 333996
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=400] with future log sequence number 333996
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=276] with future log sequence number 332977
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 335401
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 332977
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=275] with future log sequence number 332283
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=280] with future log sequence number 335843
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=403] with future log sequence number 335843
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=279] with future log sequence number 335799
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=402] with future log sequence number 335799
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=277] with future log sequence number 335755
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=400] with future log sequence number 335755
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=276] with future log sequence number 335711
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 335711
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=275] with future log sequence number 335667
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=397] with future log sequence number 335667
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=274] with future log sequence number 335623
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=398] with future log sequence number 335623
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=273] with future log sequence number 335579
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=396] with future log sequence number 335579
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 335535
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=434] with future log sequence number 335535
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 335491
2024-12-17 19:47:58 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=395] with future log sequence number 335491
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 330003 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 335325 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 482864 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 482864 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 482903 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 482903 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 487839 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 487839 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 487878 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 487878 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 487917 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 487917 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 487972 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 487972 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 488011 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 488011 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 497307 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 497307 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 497346 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 497346 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 497385 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 497385 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 497424 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 497424 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 497463 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 497463 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 497502 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 497502 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 497541 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 497541 is in the future! Current system log sequence number 300306.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-12-17 19:47:58 0 [ERROR] InnoDB: Page [page id: space=0, page number=58] log sequence number 497580 is in the future! Current system log sequence number 300306.
